symbol,ex_code,sectype,currency,name,sector,industry,startdate,enddate
A,ARCA,largecap,USD,Agilent Technologies Inc,Health Care,Health Care Equipment,1999-11-18,2020-05-11
AAL,ARCA,largecap,USD,American Airlines Group,Industrials,Airlines,2005-09-27,2020-05-11
AAP,ARCA,largecap,USD,Advance Auto Parts,Consumer Discretionary,Automotive Retail,2001-11-29,2020-05-11
AAPL,ARCA,largecap,USD,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",1994-01-03,2020-05-11
ABBV,ARCA,largecap,USD,AbbVie Inc.,Health Care,Pharmaceuticals,2013-01-02,2020-05-11
ABC,ARCA,largecap,USD,AmerisourceBergen Corp,Health Care,Health Care Distributors,1995-04-04,2020-05-11
ABMD,ARCA,largecap,USD,ABIOMED Inc,Health Care,Health Care Equipment,1994-01-03,2020-05-11
ABT,ARCA,largecap,USD,Abbott Laboratories,Health Care,Health Care Equipment,1994-01-03,2020-05-11
ACN,ARCA,largecap,USD,Accenture plc,Information Technology,IT Consulting & Other Services,2001-07-19,2020-05-11
ADBE,ARCA,largecap,USD,Adobe Systems Inc,Information Technology,Application Software,1994-01-03,2020-05-11
ADI,ARCA,largecap,USD,"Analog Devices, Inc.",Information Technology,Semiconductors,1994-01-03,2020-05-11
ADM,ARCA,largecap,USD,Archer-Daniels-Midland Co,Consumer Staples,Agricultural Products,1994-01-03,2020-05-11
ADP,ARCA,largecap,USD,Automatic Data Processing,Information Technology,Internet Services & Infrastructure,1994-01-03,2020-05-11
ADS,ARCA,largecap,USD,Alliance Data Systems,Information Technology,Data Processing & Outsourced Services,2001-06-15,2020-05-11
ADSK,ARCA,largecap,USD,Autodesk Inc.,Information Technology,Application Software,1994-01-03,2020-05-11
AEE,ARCA,largecap,USD,Ameren Corp,Utilities,Multi-Utilities,1998-01-02,2020-05-11
AEP,ARCA,largecap,USD,American Electric Power,Utilities,Electric Utilities,1994-01-03,2020-05-11
AES,ARCA,largecap,USD,AES Corp,Utilities,Independent Power Producers & Energy Traders,1994-01-03,2020-05-11
AFL,ARCA,largecap,USD,AFLAC Inc,Financials,Life & Health Insurance,1994-01-03,2020-05-11
AIG,ARCA,largecap,USD,American International Group,Financials,Property & Casualty Insurance,1994-01-03,2020-05-11
AIV,ARCA,largecap,USD,Apartment Investment & Management,Real Estate,Residential REITs,1994-07-22,2020-05-11
AIZ,ARCA,largecap,USD,Assurant,Financials,Multi-line Insurance,2004-02-05,2020-05-11
AJG,ARCA,largecap,USD,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,1994-01-03,2020-05-11
AKAM,ARCA,largecap,USD,Akamai Technologies Inc,Information Technology,Internet Services & Infrastructure,1999-10-29,2020-05-11
ALB,ARCA,largecap,USD,Albemarle Corp,Materials,Specialty Chemicals,1994-02-22,2020-05-11
ALGN,ARCA,largecap,USD,Align Technology,Health Care,Health Care Supplies,2001-01-30,2020-05-11
ALK,ARCA,largecap,USD,Alaska Air Group Inc,Industrials,Airlines,1994-01-03,2020-05-11
ALL,ARCA,largecap,USD,Allstate Corp,Financials,Property & Casualty Insurance,1994-01-03,2020-05-11
ALLE,ARCA,largecap,USD,Allegion,Industrials,Building Products,2013-11-18,2020-05-11
ALXN,ARCA,largecap,USD,Alexion Pharmaceuticals,Health Care,Biotechnology,1996-02-28,2020-05-11
AMAT,ARCA,largecap,USD,Applied Materials Inc.,Information Technology,Semiconductor Equipment,1994-01-03,2020-05-11
AMD,ARCA,largecap,USD,Advanced Micro Devices Inc,Information Technology,Semiconductors,1994-01-03,2020-05-11
AME,ARCA,largecap,USD,AMETEK Inc.,Industrials,Electrical Components & Equipment,1994-01-03,2020-05-11
AMG,ARCA,largecap,USD,Affiliated Managers Group Inc,Financials,Asset Management & Custody Banks,1997-11-21,2020-05-11
AMGN,ARCA,largecap,USD,Amgen Inc.,Health Care,Biotechnology,1994-01-03,2020-05-11
AMP,ARCA,largecap,USD,Ameriprise Financial,Financials,Asset Management & Custody Banks,2005-09-15,2020-05-11
AMT,ARCA,largecap,USD,American Tower Corp.,Real Estate,Specialized REITs,1998-02-27,2020-05-11
AMZN,ARCA,largecap,USD,Amazon.com Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,1997-05-15,2020-05-11
ANET,ARCA,largecap,USD,Arista Networks,Information Technology,Communications Equipment,2014-06-06,2020-05-11
ANSS,ARCA,largecap,USD,ANSYS,Information Technology,Application Software,1996-06-20,2020-05-11
ANTM,ARCA,largecap,USD,Anthem,Health Care,Managed Health Care,2001-10-30,2020-05-11
AON,ARCA,largecap,USD,Aon plc,Financials,Insurance Brokers,1994-01-03,2020-05-11
AOS,ARCA,largecap,USD,A.O. Smith Corp,Industrials,Building Products,1994-01-03,2020-05-11
APA,ARCA,largecap,USD,Apache Corporation,Energy,Oil & Gas Exploration & Production,1994-01-03,2020-05-11
APD,ARCA,largecap,USD,Air Products & Chemicals Inc,Materials,Industrial Gases,1994-01-03,2020-05-11
APH,ARCA,largecap,USD,Amphenol Corp,Information Technology,Electronic Components,1994-01-03,2020-05-11
APTV,ARCA,largecap,USD,Aptiv Plc,Consumer Discretionary,Auto Parts & Equipment,2011-11-17,2020-05-11
ARE,ARCA,largecap,USD,Alexandria Real Estate Equities,Real Estate,Office REITs,1997-05-28,2020-05-11
ARNC,ARCA,largecap,USD,Arconic Inc.,Industrials,Aerospace & Defense,1994-01-03,2020-05-11
ATO,ARCA,largecap,USD,Atmos Energy Corp,Utilities,Gas Utilities,1994-01-03,2020-05-11
ATVI,ARCA,largecap,USD,Activision Blizzard,Information Technology,Interactive Home Entertainment,1994-01-03,2020-05-11
AVB,ARCA,largecap,USD,"AvalonBay Communities, Inc.",Real Estate,Residential REITs,1994-03-11,2020-05-11
AVGO,ARCA,largecap,USD,Broadcom Inc.,Information Technology,Semiconductors,2009-08-06,2020-05-11
AVY,ARCA,largecap,USD,Avery Dennison Corp,Materials,Paper Packaging,1994-01-03,2020-05-11
AWK,ARCA,largecap,USD,American Water Works Company Inc,Utilities,Water Utilities,2008-04-23,2020-05-11
AXP,ARCA,largecap,USD,American Express Co,Financials,Consumer Finance,1994-01-03,2020-05-11
AZO,ARCA,largecap,USD,AutoZone Inc,Consumer Discretionary,Specialty Stores,1994-01-03,2020-05-11
BA,ARCA,largecap,USD,Boeing Company,Industrials,Aerospace & Defense,1994-01-03,2020-05-11
BAC,ARCA,largecap,USD,Bank of America Corp,Financials,Diversified Banks,1994-01-03,2020-05-11
BAX,ARCA,largecap,USD,Baxter International Inc.,Health Care,Health Care Equipment,1994-01-03,2020-05-11
BBY,ARCA,largecap,USD,Best Buy Co. Inc.,Consumer Discretionary,Computer & Electronics Retail,1994-01-03,2020-05-11
BDX,ARCA,largecap,USD,Becton Dickinson,Health Care,Health Care Equipment,1994-01-03,2020-05-11
BEN,ARCA,largecap,USD,Franklin Resources,Financials,Asset Management & Custody Banks,1994-01-03,2020-05-11
BIIB,ARCA,largecap,USD,Biogen Inc.,Health Care,Biotechnology,1994-01-03,2020-05-11
BK,ARCA,largecap,USD,The Bank of New York Mellon Corp.,Financials,Asset Management & Custody Banks,1994-01-03,2020-05-11
BKNG,ARCA,largecap,USD,Booking Holdings Inc,Consumer Discretionary,Internet & Direct Marketing Retail,1999-03-31,2020-05-11
BLK,ARCA,largecap,USD,BlackRock,Financials,Asset Management & Custody Banks,1999-10-01,2020-05-11
BLL,ARCA,largecap,USD,Ball Corp,Materials,Metal & Glass Containers,1994-01-03,2020-05-11
BMY,ARCA,largecap,USD,Bristol-Myers Squibb,Health Care,Health Care Distributors,1994-01-03,2020-05-11
BR,ARCA,largecap,USD,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,2007-04-02,2020-05-11
BSX,ARCA,largecap,USD,Boston Scientific,Health Care,Health Care Equipment,1994-01-03,2020-05-11
BWA,ARCA,largecap,USD,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,1994-01-03,2020-05-11
BXP,ARCA,largecap,USD,Boston Properties,Real Estate,Office REITs,1997-06-18,2020-05-11
C,ARCA,largecap,USD,Citigroup Inc.,Financials,Diversified Banks,1994-01-03,2020-05-11
CAG,ARCA,largecap,USD,Conagra Brands,Consumer Staples,Packaged Foods & Meats,1994-01-03,2020-05-11
CAH,ARCA,largecap,USD,Cardinal Health Inc.,Health Care,Health Care Distributors,1994-01-03,2020-05-11
CARR,ARCA,largecap,USD,Carrier Global,Industrials,Building Products,2020-03-19,2020-05-11
CAT,ARCA,largecap,USD,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Trucks,1994-01-03,2020-05-11
CB,ARCA,largecap,USD,Chubb Limited,Financials,Property & Casualty Insurance,1994-01-03,2020-05-11
CBOE,ARCA,largecap,USD,Cboe Global Markets,Financials,Financial Exchanges & Data,2010-06-15,2020-05-11
CBRE,ARCA,largecap,USD,CBRE Group,Real Estate,Real Estate Services,2004-06-10,2020-05-11
CCI,ARCA,largecap,USD,Crown Castle International Corp.,Real Estate,Specialized REITs,1998-08-18,2020-05-11
CCL,ARCA,largecap,USD,Carnival Corp.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1994-01-03,2020-05-11
CDNS,ARCA,largecap,USD,Cadence Design Systems,Information Technology,Application Software,1994-01-03,2020-05-11
CDW,ARCA,largecap,USD,CDW,Information Technology,Technology Distributors,2013-06-27,2020-05-11
CE,ARCA,largecap,USD,Celanese,Materials,Specialty Chemicals,2005-01-21,2020-05-11
CERN,ARCA,largecap,USD,Cerner,Health Care,Health Care Technology,1994-01-03,2020-05-11
CF,ARCA,largecap,USD,CF Industries Holdings Inc,Materials,Fertilizers & Agricultural Chemicals,2005-08-11,2020-05-11
CFG,ARCA,largecap,USD,Citizens Financial Group,Financials,Regional Banks,2014-09-24,2020-05-11
CHD,ARCA,largecap,USD,Church & Dwight,Consumer Staples,Household Products,1994-01-03,2020-05-11
CHRW,ARCA,largecap,USD,C. H. Robinson Worldwide,Industrials,Air Freight & Logistics,1997-10-16,2020-05-11
CHTR,ARCA,largecap,USD,Charter Communications,Information Technology,Cable & Satellite,2010-01-05,2020-05-11
CI,ARCA,largecap,USD,CIGNA Corp.,Health Care,Managed Health Care,1994-01-03,2020-05-11
CINF,ARCA,largecap,USD,Cincinnati Financial,Financials,Property & Casualty Insurance,1994-01-03,2020-05-11
CL,ARCA,largecap,USD,Colgate-Palmolive,Consumer Staples,Household Products,1994-01-03,2020-05-11
CLX,ARCA,largecap,USD,The Clorox Company,Consumer Staples,Household Products,1994-01-03,2020-05-11
CMA,ARCA,largecap,USD,Comerica Inc.,Financials,Diversified Banks,1994-01-03,2020-05-11
CMCSA,ARCA,largecap,USD,Comcast Corp.,Information Technology,Cable & Satellite,1994-01-03,2020-05-11
CME,ARCA,largecap,USD,CME Group Inc.,Financials,Financial Exchanges & Data,2002-12-06,2020-05-11
CMG,ARCA,largecap,USD,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,2006-01-26,2020-05-11
CMI,ARCA,largecap,USD,Cummins Inc.,Industrials,Industrial Machinery,1994-01-03,2020-05-11
CMS,ARCA,largecap,USD,CMS Energy,Utilities,Multi-Utilities,1994-01-03,2020-05-11
CNC,ARCA,largecap,USD,Centene Corporation,Health Care,Managed Health Care,2001-12-13,2020-05-11
CNP,ARCA,largecap,USD,CenterPoint Energy,Utilities,Multi-Utilities,1994-01-03,2020-05-11
COF,ARCA,largecap,USD,Capital One Financial,Financials,Consumer Finance,1994-11-16,2020-05-11
COG,ARCA,largecap,USD,Cabot Oil & Gas,Energy,Oil & Gas Exploration & Production,1994-01-03,2020-05-11
COO,ARCA,largecap,USD,The Cooper Companies,Health Care,Health Care Supplies,1994-01-03,2020-05-11
COP,ARCA,largecap,USD,ConocoPhillips,Energy,Oil & Gas Exploration & Production,1994-01-03,2020-05-11
COST,ARCA,largecap,USD,Costco Wholesale Corp.,Consumer Staples,Hypermarkets & Super Centers,1994-01-03,2020-05-11
COTY,ARCA,largecap,USD,"Coty, Inc",Consumer Staples,Personal Products,2013-06-13,2020-05-11
CPB,ARCA,largecap,USD,Campbell Soup,Consumer Staples,Packaged Foods & Meats,1994-01-03,2020-05-11
CPRI,ARCA,largecap,USD,Capri Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2011-12-15,2020-05-11
CPRT,ARCA,largecap,USD,Copart Inc,Industrials,Diversified Support Services,1994-03-17,2020-05-11
CRM,ARCA,largecap,USD,Salesforce.com,Information Technology,Application Software,2004-06-23,2020-05-11
CSCO,ARCA,largecap,USD,Cisco Systems,Information Technology,Communications Equipment,1994-01-03,2020-05-11
CSX,ARCA,largecap,USD,CSX Corp.,Industrials,Railroads,1994-01-03,2020-05-11
CTAS,ARCA,largecap,USD,Cintas Corporation,Industrials,Diversified Support Services,1994-01-03,2020-05-11
CTL,ARCA,largecap,USD,CenturyLink Inc,Information Technology,Integrated Telecommunication Services,1994-01-03,2020-05-11
CTSH,ARCA,largecap,USD,Cognizant Technology Solutions,Information Technology,IT Consulting & Other Services,1998-06-19,2020-05-11
CTVA,ARCA,largecap,USD,Corteva,Materials,Fertilizers & Agricultural Chemicals,2019-05-24,2020-05-11
CTXS,ARCA,largecap,USD,Citrix Systems,Information Technology,Application Software,1995-12-08,2020-05-11
CVS,ARCA,largecap,USD,CVS Health,Health Care,Health Care Services,1994-01-03,2020-05-11
CVX,ARCA,largecap,USD,Chevron Corp.,Energy,Integrated Oil & Gas,1994-01-03,2020-05-11
CXO,ARCA,largecap,USD,Concho Resources,Energy,Oil & Gas Exploration & Production,2007-08-03,2020-05-11
D,ARCA,largecap,USD,Dominion Energy,Utilities,Electric Utilities,1994-01-03,2020-05-11
DAL,ARCA,largecap,USD,Delta Air Lines Inc.,Industrials,Airlines,2007-05-03,2020-05-11
DD,ARCA,largecap,USD,DuPont de Nemours Inc,Materials,Specialty Chemicals,1994-01-03,2020-05-11
DE,ARCA,largecap,USD,Deere & Co.,Industrials,Agricultural & Farm Machinery,1994-01-03,2020-05-11
DFS,ARCA,largecap,USD,Discover Financial Services,Financials,Consumer Finance,2007-06-14,2020-05-11
DG,ARCA,largecap,USD,Dollar General,Consumer Discretionary,General Merchandise Stores,2009-11-13,2020-05-11
DGX,ARCA,largecap,USD,Quest Diagnostics,Health Care,Health Care Services,1996-12-17,2020-05-11
DHI,ARCA,largecap,USD,D. R. Horton,Consumer Discretionary,Homebuilding,1994-01-03,2020-05-11
DHR,ARCA,largecap,USD,Danaher Corp.,Health Care,Health Care Equipment,1994-01-03,2020-05-11
DIS,ARCA,largecap,USD,The Walt Disney Company,Information Technology,Movies & Entertainment,1994-01-03,2020-05-11
DISCA,ARCA,largecap,USD,Discovery Inc. Class A,Information Technology,Broadcasting,2005-07-08,2020-05-11
DISCK,ARCA,largecap,USD,Discovery Inc. Class C,Information Technology,Broadcasting,2008-09-18,2020-05-11
DISH,ARCA,largecap,USD,Dish Network,Information Technology,Cable & Satellite,1995-06-21,2020-05-11
DLR,ARCA,largecap,USD,Digital Realty Trust Inc,Real Estate,Specialized REITs,2004-10-29,2020-05-11
DLTR,ARCA,largecap,USD,Dollar Tree,Consumer Discretionary,General Merchandise Stores,1995-03-07,2020-05-11
DOV,ARCA,largecap,USD,Dover Corp.,Industrials,Industrial Machinery,1994-01-03,2020-05-11
DOW,ARCA,largecap,USD,Dow Inc.,Materials,Commodity Chemicals,2019-03-20,2020-05-11
DRE,ARCA,largecap,USD,Duke Realty Corp,Real Estate,Industrial REITs,1994-01-03,2020-05-11
DRI,ARCA,largecap,USD,Darden Restaurants,Consumer Discretionary,Restaurants,1995-05-09,2020-05-11
DTE,ARCA,largecap,USD,DTE Energy Co.,Utilities,Multi-Utilities,1994-01-03,2020-05-11
DUK,ARCA,largecap,USD,Duke Energy,Utilities,Electric Utilities,1994-01-03,2020-05-11
DVA,ARCA,largecap,USD,DaVita Inc.,Health Care,Health Care Facilities,1995-10-31,2020-05-11
DVN,ARCA,largecap,USD,Devon Energy,Energy,Oil & Gas Exploration & Production,1994-01-04,2020-05-11
DXC,ARCA,largecap,USD,DXC Technology,Information Technology,IT Consulting & Other Services,1994-01-03,2020-05-11
EA,ARCA,largecap,USD,Electronic Arts,Information Technology,Interactive Home Entertainment,1994-01-03,2020-05-11
EBAY,ARCA,largecap,USD,eBay Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,1998-09-24,2020-05-11
ECL,ARCA,largecap,USD,Ecolab Inc.,Materials,Specialty Chemicals,1994-01-03,2020-05-11
ED,ARCA,largecap,USD,Consolidated Edison,Utilities,Electric Utilities,1994-01-03,2020-05-11
EFX,ARCA,largecap,USD,Equifax Inc.,Industrials,Research & Consulting Services,1994-01-03,2020-05-11
EIX,ARCA,largecap,USD,Edison Int'l,Utilities,Electric Utilities,1994-01-03,2020-05-11
EL,ARCA,largecap,USD,Estee Lauder Cos.,Consumer Staples,Personal Products,1995-11-17,2020-05-11
EMN,ARCA,largecap,USD,Eastman Chemical,Materials,Diversified Chemicals,1994-01-03,2020-05-11
EMR,ARCA,largecap,USD,Emerson Electric Company,Industrials,Electrical Components & Equipment,1994-01-03,2020-05-11
EOG,ARCA,largecap,USD,EOG Resources,Energy,Oil & Gas Exploration & Production,1994-01-03,2020-05-11
EQIX,ARCA,largecap,USD,Equinix,Real Estate,Specialized REITs,2000-08-11,2020-05-11
EQR,ARCA,largecap,USD,Equity Residential,Real Estate,Residential REITs,1994-01-03,2020-05-11
ES,ARCA,largecap,USD,Eversource Energy,Utilities,Multi-Utilities,1994-01-03,2020-05-11
ESS,ARCA,largecap,USD,"Essex Property Trust, Inc.",Real Estate,Residential REITs,1994-06-07,2020-05-11
ETFC,ARCA,largecap,USD,E*Trade,Financials,Investment Banking & Brokerage,1996-08-16,2020-05-11
ETN,ARCA,largecap,USD,Eaton Corporation,Industrials,Electrical Components & Equipment,1994-01-03,2020-05-11
ETR,ARCA,largecap,USD,Entergy Corp.,Utilities,Electric Utilities,1994-01-03,2020-05-11
EVRG,ARCA,largecap,USD,Evergy,Utilities,Electric Utilities,1994-01-03,2020-05-11
EW,ARCA,largecap,USD,Edwards Lifesciences,Health Care,Health Care Equipment,2000-03-27,2020-05-11
EXC,ARCA,largecap,USD,Exelon Corp.,Utilities,Multi-Utilities,1994-01-03,2020-05-11
EXPD,ARCA,largecap,USD,Expeditors,Industrials,Air Freight & Logistics,1994-01-03,2020-05-11
